bvalue = 25.704069, label = 0
bvalue = 11706.534093, label = 0
bvalue = 3.214546, label = 0
bvalue = 14.094235, label = 0
bvalue = 7526120.088969, label = 0
bvalue = 3.034699, label = 0
bvalue = 184649.711813, label = 1
bvalue = 9411.804129, label = 1
bvalue = 11366.954899, label = 0
bvalue = 2208248.495137, label = 0
bvalue = 2603.509624, label = 0
bvalue = 23.119249, label = 0
bvalue = 0.836219, label = 1
bvalue = 7160.523249, label = 0
bvalue = 21446.979275, label = 1
bvalue = 542.930695, label = 0
bvalue = 23805.170864, label = 0
bvalue = 5.113712, label = 1
bvalue = 2771.262892, label = 0
bvalue = 1.854025, label = 1
bvalue = 6389659.245071, label = 1
bvalue = 2715.849839, label = 0
bvalue = 15112711605.790070, label = 0
bvalue = 78847.542278, label = 0
bvalue = 55054.855534, label = 0
bvalue = 260.646091, label = 0
bvalue = 0.159984, label = 1
bvalue = 200.039599, label = 0
bvalue = 237.356918, label = 0
bvalue = 1891.815023, label = 0
bvalue = 33199.020307, label = 0
bvalue = 38257.031111, label = 1
bvalue = 6.772159, label = 1
bvalue = 21.837439, label = 0
bvalue = 0.906618, label = 0
bvalue = 0.170833, label = 1
bvalue = 201056.412143, label = 1
bvalue = 0.284980, label = 0
bvalue = 14.902242, label = 0
bvalue = 4960.968915, label = 1
bvalue = 93306306.840583, label = 1
bvalue = 2.176656, label = 0
bvalue = 311124.332651, label = 1
bvalue = 8485.355750, label = 0
bvalue = 11.074410, label = 0
bvalue = 374843.161445, label = 1
bvalue = 4.115226, label = 0
bvalue = 27.808478, label = 1
bvalue = 7.858484, label = 0
bvalue = 25463127.992952, label = 1
bvalue = 1359727.058215, label = 1
bvalue = 2878653981671239.500000, label = 0
bvalue = 353.422834, label = 1
bvalue = 5582.017660, label = 0
bvalue = 119518.672473, label = 1
bvalue = 5332.875049, label = 0
bvalue = 8.156243, label = 0
bvalue = 200.427207, label = 1
bvalue = 1.711262, label = 0
bvalue = 30297.698170, label = 0
bvalue = 271.851399, label = 1
bvalue = 12.168412, label = 1
bvalue = 0.909668, label = 0
bvalue = 866944927548.513062, label = 0
bvalue = 359575.384026, label = 0
bvalue = 9.879666, label = 1
bvalue = 1287.904238, label = 1
bvalue = 27281.020941, label = 1
bvalue = 9079.770531, label = 0
bvalue = 4439.005545, label = 0
bvalue = 1.633145, label = 0
bvalue = 0.441944, label = 1
bvalue = 25639.121884, label = 0
bvalue = 12758.590774, label = 1
bvalue = 0.853830, label = 1
bvalue = 0.269825, label = 1
bvalue = 1.993454, label = 0
bvalue = 6719.260716, label = 0
bvalue = 113757.483009, label = 1
bvalue = 311065.136756, label = 1
bvalue = 441434.349647, label = 0
bvalue = 35.796814, label = 1
bvalue = 0.296575, label = 0
bvalue = 4044.327286, label = 0
bvalue = 1.769532, label = 1
bvalue = 4.379460, label = 0
bvalue = 1.000000, label = 0
bvalue = 335222.507109, label = 0
bvalue = 26208.693960, label = 1
bvalue = 602.460724, label = 0
bvalue = 0.463933, label = 0
bvalue = 10760.729793, label = 1
bvalue = 4.925401, label = 1
bvalue = 9.450597, label = 1
bvalue = 12.172240, label = 0
bvalue = 23.035983, label = 0
bvalue = 5597.115145, label = 1
bvalue = 2180.975422, label = 1
bvalue = 15.248755, label = 0
bvalue = 2.465615, label = 0
bvalue = 25537650.486914, label = 1
bvalue = 149463221.548820, label = 1
bvalue = 83366.726854, label = 1
bvalue = 7041.579899, label = 1
bvalue = 1157.688455, label = 1
bvalue = 47221.564833, label = 1
bvalue = 0.485819, label = 0
bvalue = 20.948899, label = 1
bvalue = 0.242400, label = 0
bvalue = 396.172221, label = 0
bvalue = 2.027974, label = 1
bvalue = 9398581803.311594, label = 1
bvalue = 351204.015766, label = 0
bvalue = 12079.580274, label = 1
bvalue = 3.249269, label = 0
bvalue = 2.125455, label = 0
bvalue = 2.608167, label = 0
bvalue = 1584.186560, label = 1
bvalue = 6561.849627, label = 1
bvalue = 236447.657465, label = 1
bvalue = 9.775320, label = 0
bvalue = 604.059646, label = 1
bvalue = 0.336016, label = 1
bvalue = 426.803577, label = 0
bvalue = 10.725813, label = 1
bvalue = 0.919258, label = 1
bvalue = 0.196784, label = 1
bvalue = 1981.813750, label = 1
bvalue = 0.749135, label = 0
bvalue = 6.577098, label = 1
bvalue = 54.158662, label = 1
bvalue = 6637795.853716, label = 1
bvalue = 7257050.498071, label = 1
bvalue = 1.643759, label = 0
bvalue = 24.216592, label = 0
bvalue = 33.683514, label = 1
bvalue = 2160.369266, label = 0
bvalue = 7.436041, label = 1
bvalue = 424061.378133, label = 0
bvalue = 396171.088781, label = 1
bvalue = 1.225586, label = 0
bvalue = 3.785383, label = 1
bvalue = 135.794852, label = 0
bvalue = 2794.920474, label = 0
bvalue = 35.651243, label = 1
bvalue = 26.901844, label = 1
bvalue = 2015.818609, label = 1
bvalue = 178.810112, label = 0
bvalue = 601.881212, label = 1
bvalue = 24283409.469555, label = 1
bvalue = 0.919258, label = 0
bvalue = 0.502921, label = 0
bvalue = 7.402303, label = 0
bvalue = 61.730269, label = 0
bvalue = 156334.211064, label = 1
bvalue = 5.221042, label = 1
bvalue = 8.536108, label = 0
bvalue = 0.219007, label = 0
bvalue = 464.591361, label = 1
bvalue = 12000380405711.599609, label = 0
bvalue = 672893.085335, label = 1
bvalue = 2672.035176, label = 0
bvalue = 0.609697, label = 1
bvalue = 0.261971, label = 0
bvalue = 21556672158890.363281, label = 1
bvalue = 91.542490, label = 1
bvalue = 47952.384838, label = 0
bvalue = 206.456642, label = 1
bvalue = 1.883019, label = 0
bvalue = 9.563436, label = 1
bvalue = 5270.826265, label = 1
bvalue = 98364.106544, label = 1
bvalue = 1000.000000, label = 1
bvalue = 1.000000, label = 0
bvalue = 398367.851450, label = 1
bvalue = 0.957511, label = 1
bvalue = 7.115990, label = 0
bvalue = 104.012964, label = 1
bvalue = 14209938373.457474, label = 0
bvalue = 305410.528277, label = 0
bvalue = 1312808.003058, label = 1
bvalue = 279332360.122785, label = 0
bvalue = 0.829553, label = 0
bvalue = 1575793.259730, label = 0
bvalue = 474.653757, label = 1
bvalue = 1243.460256, label = 0
bvalue = 1.781520, label = 1
bvalue = 221.343930, label = 0
bvalue = 49.941325, label = 0
bvalue = 3.566454, label = 0
bvalue = 7.002847, label = 1
bvalue = 7849.784305, label = 1
bvalue = 624896.475588, label = 0
bvalue = 4.001975, label = 0
bvalue = 292.275231, label = 1
bvalue = 0.728887, label = 0
bvalue = 4179027.072196, label = 1
bvalue = 0.085210, label = 0
bvalue = 0.219007, label = 0
bvalue = 4.098361, label = 1
bvalue = 10118.672021, label = 0
bvalue = 3.502324, label = 1
bvalue = 112996.431219, label = 0
bvalue = 0.309133, label = 0
bvalue = 0.890917, label = 1
bvalue = 3154.701471, label = 1
bvalue = 380.330020, label = 1
bvalue = 116.586442, label = 0
bvalue = 33.211715, label = 0
bvalue = 590.085210, label = 1
bvalue = 987.795914, label = 1
bvalue = 1119526.179646, label = 1
bvalue = 14.200915, label = 0
bvalue = 158.982512, label = 1
bvalue = 361246054.676887, label = 1
bvalue = 1185.042963, label = 1
bvalue = 1098.803681, label = 1
bvalue = 1356.159881, label = 0
bvalue = 179.763517, label = 0
bvalue = 192.946210, label = 1
bvalue = 26599.288740, label = 1
bvalue = 198.485612, label = 0
bvalue = 164516945.370877, label = 1
bvalue = 45938825.250898, label = 1
bvalue = 7671.044817, label = 0
bvalue = 750.673005, label = 0
bvalue = 0.294134, label = 0
bvalue = 28.744940, label = 0
bvalue = 22405.760449, label = 1
bvalue = 8187023.202995, label = 0
bvalue = 1909.524697, label = 1
bvalue = 0.284941, label = 0
bvalue = 1376394.667811, label = 1
bvalue = 1.566443, label = 0
bvalue = 1370.233808, label = 0
bvalue = 1219.684580, label = 0
bvalue = 203474.207560, label = 0
bvalue = 1731.022711, label = 0
bvalue = 1644751815.579529, label = 0
bvalue = 2914.988135, label = 0
bvalue = 150.416285, label = 0
bvalue = 0.338859, label = 0
bvalue = 5249296891.583261, label = 1
bvalue = 80127.066744, label = 1
bvalue = 8.800782, label = 1
bvalue = 39630.046203, label = 1
bvalue = 2027.351831, label = 0
bvalue = 25.761180, label = 0
bvalue = 0.997009, label = 1
bvalue = 2681.557439, label = 1
bvalue = 257095.095137, label = 0
bvalue = 1.077976, label = 0
bvalue = 129.835058, label = 1
bvalue = 131.418315, label = 0
bvalue = 0.830253, label = 0
bvalue = 55.860234, label = 1
bvalue = 302.344767, label = 0
bvalue = 5924761.158553, label = 1
bvalue = 29301.635201, label = 1
bvalue = 3636.801748, label = 1
bvalue = 1598.182034, label = 1
bvalue = 0.513665, label = 0
bvalue = 212805840.375450, label = 1
bvalue = 24801475.833196, label = 1
bvalue = 11023.241625, label = 0
bvalue = 1.439123, label = 1
bvalue = 7.395904, label = 0
bvalue = 3.422181, label = 0
bvalue = 41046.826698, label = 0
bvalue = 7.738621, label = 1
bvalue = 294.792111, label = 0
bvalue = 7013.706304, label = 1
bvalue = 0.754281, label = 1
bvalue = 0.729303, label = 0
bvalue = 0.386548, label = 0
bvalue = 15.892105, label = 0
bvalue = 5.263520, label = 1
bvalue = 9.628410, label = 0
bvalue = 1322629.091012, label = 1
bvalue = 752.084658, label = 0
bvalue = 1679.684757, label = 1
bvalue = 899.940899, label = 1
bvalue = 180616276.185128, label = 1
bvalue = 2309.240995, label = 0
bvalue = 6283570856.543773, label = 1
bvalue = 16051.557830, label = 0
bvalue = 116.267793, label = 1
bvalue = 179.474694, label = 0
bvalue = 1588.725319, label = 1
bvalue = 442880.501959, label = 1
bvalue = 6.819030, label = 0
bvalue = 7.645251, label = 0
bvalue = 2.929874, label = 0
bvalue = 48.096160, label = 1
bvalue = 14793.716608, label = 0
bvalue = 14.936521, label = 0
bvalue = 134.669823, label = 1
bvalue = 42.449265, label = 0
bvalue = 672.676437, label = 1
bvalue = 6.749141, label = 0
bvalue = 23201.458877, label = 0
bvalue = 2.642324, label = 1
bvalue = 0.488936, label = 0
bvalue = 3.986909, label = 1
bvalue = 0.219007, label = 0
bvalue = 9.914276, label = 1
bvalue = 208.189068, label = 1
bvalue = 3.266733, label = 0
bvalue = 74525.137469, label = 0
bvalue = 5.305791, label = 1
bvalue = 28.872129, label = 1
bvalue = 23130854.949330, label = 0
bvalue = 5952380.952381, label = 1
bvalue = 306428.238465, label = 0
bvalue = 0.869145, label = 1
bvalue = 0.566572, label = 0
bvalue = 242.249052, label = 1
bvalue = 797202.365250, label = 1
bvalue = 43137129205.603577, label = 0
bvalue = 2659.512790, label = 1
bvalue = 980.473060, label = 1
bvalue = 57.862672, label = 1
bvalue = 28912156.369921, label = 0
bvalue = 1.090435, label = 1
bvalue = 9356381749.403957, label = 1
bvalue = 535.257337, label = 1
bvalue = 28321.304938, label = 0
bvalue = 37435667.461756, label = 1
bvalue = 77804237.180021, label = 0
bvalue = 51125.658392, label = 1
bvalue = 64.837220, label = 0
bvalue = 42953.912348, label = 1
bvalue = 9.171773, label = 1
bvalue = 12.791159, label = 0
bvalue = 255.062919, label = 1
bvalue = 0.409746, label = 0
bvalue = 23372.164443, label = 1
bvalue = 5149854.956961, label = 0
bvalue = 2.133733, label = 1
bvalue = 6223922.725481, label = 1
bvalue = 37.583944, label = 1
bvalue = 19.089026, label = 1
bvalue = 22079.090166, label = 0
bvalue = 345.407192, label = 1
bvalue = 1.925160, label = 1
bvalue = 219.686720, label = 1
bvalue = 15.213159, label = 1
bvalue = 3734.293575, label = 1
bvalue = 78.793198, label = 1
bvalue = 80486.836125, label = 1
bvalue = 747950.102625, label = 1
bvalue = 18016.436869, label = 1
bvalue = 6092.352646, label = 1
bvalue = 68.488328, label = 0
bvalue = 56.142550, label = 0
bvalue = 5.872975, label = 0
bvalue = 871856.561896, label = 0
bvalue = 3368.897249, label = 1
bvalue = 27.079331, label = 0
bvalue = 179134.826187, label = 0
bvalue = 4.430977, label = 0
bvalue = 389615404.097056, label = 1
bvalue = 2.428216, label = 1
bvalue = 0.386548, label = 0
bvalue = 213.250691, label = 1
bvalue = 11.628196, label = 1
bvalue = 1573.063509, label = 1
bvalue = 25.286233, label = 0
bvalue = 34134.757828, label = 0
bvalue = 25.381396, label = 0
bvalue = 1537.418555, label = 0
bvalue = 10.893246, label = 0
bvalue = 69.316764, label = 1
bvalue = 1753.604046, label = 1
bvalue = 1091902.083655, label = 1
bvalue = 126503127.469630, label = 1
bvalue = 0.132109, label = 0
bvalue = 304.342618, label = 1
bvalue = 21.454344, label = 1
bvalue = 8741.908683, label = 0
bvalue = 3517.632517, label = 1
bvalue = 15443.719964, label = 0
bvalue = 627.230521, label = 0
bvalue = 39.963815, label = 0
bvalue = 564168.654746, label = 0
bvalue = 91.743652, label = 1
bvalue = 1.254368, label = 0
bvalue = 107.140301, label = 1
bvalue = 3114.878599, label = 1
bvalue = 2.363731, label = 1
bvalue = 12.076784, label = 1
bvalue = 2772.277431, label = 0
bvalue = 188.066965, label = 1
bvalue = 4471.377057, label = 0
bvalue = 441.764239, label = 0
bvalue = 51.060613, label = 1
bvalue = 14003.806457, label = 1
bvalue = 166.666667, label = 0
bvalue = 0.196174, label = 1
bvalue = 105019.388121, label = 0
bvalue = 674.044444, label = 0
bvalue = 205.761317, label = 0
bvalue = 7515.117516, label = 0
bvalue = 794945.161753, label = 1
bvalue = 4921.519021, label = 1
bvalue = 0.506203, label = 0
bvalue = 11798647607.814308, label = 0
bvalue = 519.594093, label = 1
bvalue = 153242.874564, label = 1
bvalue = 54.591393, label = 1
bvalue = 0.124793, label = 1
bvalue = 10.459051, label = 1
bvalue = 832.139076, label = 1
bvalue = 1.980520, label = 1
bvalue = 0.891490, label = 1
bvalue = 16.802514, label = 0
bvalue = 5.946968, label = 1
bvalue = 30.083302, label = 1
bvalue = 1.573133, label = 1
bvalue = 0.471166, label = 1
bvalue = 65074.220765, label = 0
bvalue = 4.457321, label = 1
bvalue = 6529.288709, label = 0
bvalue = 0.311499, label = 1
bvalue = 36.301290, label = 1
bvalue = 4.932220, label = 1
bvalue = 3908.148606, label = 0
bvalue = 29.583396, label = 1
bvalue = 855.653596, label = 0
bvalue = 300.411217, label = 1
bvalue = 4523546.339943, label = 1
bvalue = 168.165592, label = 1
bvalue = 104.390810, label = 1
bvalue = 0.386548, label = 0
bvalue = 3432.931241, label = 0
bvalue = 1.363203, label = 0
bvalue = 560.056540, label = 0
bvalue = 51.951616, label = 1
bvalue = 1.048141, label = 0
bvalue = 46.400140, label = 1
bvalue = 141643.829682, label = 0
bvalue = 1.798016, label = 1
bvalue = 572.593215, label = 1
bvalue = 20.280106, label = 0
bvalue = 62.860188, label = 1
bvalue = 58.823529, label = 1
bvalue = 8084.041697, label = 1
bvalue = 523.944984, label = 0
bvalue = 1.507010, label = 0
bvalue = 0.549796, label = 0
bvalue = 105820.105820, label = 0
bvalue = 13.581605, label = 1
bvalue = 0.418110, label = 0
bvalue = 7731370448.391444, label = 1
bvalue = 63187.457203, label = 0
bvalue = 6159.226847, label = 0
bvalue = 541.918048, label = 0
bvalue = 24313.714972, label = 1
bvalue = 6370360.534087, label = 0
bvalue = 2.331573, label = 1
bvalue = 583.792170, label = 0
bvalue = 28912156.369921, label = 0
bvalue = 0.115043, label = 0
bvalue = 296.293066, label = 0
bvalue = 7741.170225, label = 1
bvalue = 0.122532, label = 0
bvalue = 0.502626, label = 0
bvalue = 4.233515, label = 0
bvalue = 2.496567, label = 0
bvalue = 115.530509, label = 1
bvalue = 236.524355, label = 1
bvalue = 490.050183, label = 0
bvalue = 5439.360045, label = 0
bvalue = 218.117485, label = 1
bvalue = 14.200915, label = 1
bvalue = 2075.480199, label = 0
bvalue = 75.603071, label = 1
bvalue = 655.407428, label = 1
bvalue = 5.557818, label = 0
bvalue = 0.165657, label = 0
bvalue = 4210282.686004, label = 1
bvalue = 1406479.930692, label = 1
bvalue = 71714344.028638, label = 1
bvalue = 10284.384498, label = 0
bvalue = 233.525866, label = 1
bvalue = 0.088725, label = 0
bvalue = 8318.575844, label = 0
bvalue = 12.064960, label = 0
bvalue = 13444.944787, label = 1
bvalue = 3.037593, label = 1
bvalue = 29697425968274.644531, label = 1
bvalue = 1.497110, label = 0
bvalue = 225064.449168, label = 1
bvalue = 22347.723191, label = 1
bvalue = 130.715714, label = 1
bvalue = 0.636132, label = 0
bvalue = 218581.466017, label = 1
bvalue = 1014.723885, label = 1
bvalue = 17906586.612915, label = 0
bvalue = 0.462378, label = 0
bvalue = 448.213605, label = 0
bvalue = 1.711262, label = 0
bvalue = 232323.575614, label = 1
bvalue = 0.914767, label = 1
bvalue = 87031.065739, label = 0
bvalue = 49.400440, label = 0
bvalue = 0.918180, label = 1
bvalue = 34.664043, label = 0
bvalue = 10.628506, label = 1
bvalue = 360.533297, label = 1
bvalue = 2.370516, label = 0
bvalue = 0.760313, label = 1
bvalue = 0.274028, label = 0
bvalue = 5.266207, label = 0
bvalue = 95.577313, label = 0
bvalue = 9.091324, label = 1
bvalue = 1690.564381, label = 0
bvalue = 7936.085254, label = 0
bvalue = 13.906253, label = 0
bvalue = 6.894697, label = 1
bvalue = 107665.805340, label = 1
bvalue = 37.360433, label = 0
bvalue = 0.139318, label = 0
bvalue = 0.800879, label = 0
bvalue = 2085202.164543, label = 1
bvalue = 1.015256, label = 1
bvalue = 2.331573, label = 1
bvalue = 63270593142.205750, label = 0
bvalue = 175.915473, label = 0
bvalue = 1935848.998018, label = 1
bvalue = 19407395.901842, label = 1
bvalue = 41.199178, label = 1
bvalue = 10.618328, label = 1
bvalue = 4477.530409, label = 1
bvalue = 1178.581680, label = 1
bvalue = 10.462891, label = 0
bvalue = 20.508128, label = 0
bvalue = 14169.730775, label = 1
bvalue = 0.726041, label = 0
bvalue = 554616.133522, label = 1
bvalue = 3.730557, label = 0
bvalue = 2.424398, label = 0
bvalue = 306.346180, label = 1
bvalue = 3.075237, label = 1
bvalue = 51.877198, label = 0
bvalue = 5697388727.773809, label = 1
bvalue = 18.792067, label = 0
bvalue = 3709770.721052, label = 0
bvalue = 218874476.258866, label = 1
bvalue = 2.020031, label = 1
bvalue = 13.367958, label = 0
bvalue = 6.363943, label = 0
bvalue = 54.182384, label = 1
bvalue = 3.785822, label = 0
bvalue = 24.883050, label = 0
bvalue = 966.553934, label = 1
bvalue = 0.297617, label = 1
bvalue = 1670.525041, label = 1
bvalue = 3329.245522, label = 0
bvalue = 102964474975.025467, label = 0
bvalue = 8659.397636, label = 0
bvalue = 1621.619869, label = 0
bvalue = 40.978926, label = 1
bvalue = 4965.155215, label = 1
bvalue = 17.493767, label = 0
bvalue = 1.843903, label = 0
bvalue = 536.203546, label = 1
bvalue = 1173.858810, label = 1
bvalue = 95615.899281, label = 1
bvalue = 17.719670, label = 1
bvalue = 0.165653, label = 0
bvalue = 2385.544991, label = 0
bvalue = 167655860.421317, label = 1
bvalue = 1.858125, label = 1
bvalue = 10553084.924926, label = 1
bvalue = 460346.898544, label = 0
bvalue = 0.139318, label = 0
bvalue = 39588.837167, label = 0
bvalue = 9.650472, label = 1
bvalue = 0.461175, label = 1
bvalue = 51510247.266542, label = 1
bvalue = 1.669663, label = 1
bvalue = 1733.898882, label = 1
bvalue = 36674.327934, label = 0
bvalue = 0.470265, label = 0
bvalue = 12013.440572, label = 1
bvalue = 1426.024689, label = 0
